ENSGACG00000000003	scaffold_154	47878	NA	1.39E-06	TRUE	0.317104394
ENSGACG00000000004	scaffold_154	56571	NA	1.08E-10	TRUE	8.296076504
ENSGACG00000000006	scaffold_89	16724	NA	0.403382736	FALSE	1.041309187
ENSGACG00000000007	scaffold_89	27246	NA	0.027066268	FALSE	1.180860391
ENSGACG00000000009	scaffold_89	56843	NA	0.105753831	FALSE	0.917815638
ENSGACG00000000010	scaffold_89	61072	NA	0.965037463	FALSE	0.963218723
ENSGACG00000000011	scaffold_89	64122	NA	0.683679927	FALSE	0.925827628
ENSGACG00000000012	scaffold_89	89176	NA	0.432409531	FALSE	1.047071287
ENSGACG00000000013	scaffold_89	99542	NA	0.680281391	FALSE	1.135428042
ENSGACG00000000015	scaffold_89	181481	NA	0.077292765	FALSE	0.839148825
ENSGACG00000000016	scaffold_89	189472	NA	0.656822394	FALSE	1.011854482
ENSGACG00000000017	scaffold_89	196543	NA	0.003878383	TRUE	1.39648237
ENSGACG00000000018	scaffold_89	202424	NA	0.005143608	TRUE	1.413542581
ENSGACG00000000019	scaffold_89	206769	NA	0.000680493	TRUE	2.268116868
ENSGACG00000000022	scaffold_89	234071	NA	0.074380549	FALSE	0.936679878
ENSGACG00000000023	scaffold_89	243470	NA	0.173521447	FALSE	0.921536831
ENSGACG00000000024	scaffold_89	268678	NA	0.020495177	TRUE	0.978390836
ENSGACG00000000025	scaffold_89	276319	NA	0.495881946	FALSE	1.009805342
ENSGACG00000000027	scaffold_89	284389	NA	0.507617652	FALSE	1.147381538
ENSGACG00000000028	scaffold_204	13814	NA	0.698930346	FALSE	1.006333053
ENSGACG00000000029	scaffold_204	26619	NA	0.129725297	FALSE	1.00737582
ENSGACG00000000032	scaffold_204	37259	NA	0.305921909	FALSE	1.113855826
ENSGACG00000000033	scaffold_89	300610	NA	0.620004992	FALSE	0.974145343
ENSGACG00000000034	scaffold_204	76338	NA	0.335423289	FALSE	1.007558188
ENSGACG00000000035	scaffold_89	308049	NA	0.002111009	TRUE	0.725974298
ENSGACG00000000037	scaffold_89	349174	NA	0.781885741	FALSE	1.072766811
ENSGACG00000000038	scaffold_204	90552	NA	0.393747086	FALSE	1.003238633
ENSGACG00000000040	scaffold_1179	3909	NA	0.000625349	TRUE	0.586102121
ENSGACG00000000041	scaffold_308	52649	NA	0.000239621	TRUE	2.550042603
ENSGACG00000000043	scaffold_243	54152	NA	0.399428661	FALSE	1.263907139
ENSGACG00000000045	scaffold_788	8050	NA	0.003165605	TRUE	1.162066275
ENSGACG00000000046	scaffold_1090	1270	NA	0.001288775	TRUE	1.485417833
ENSGACG00000000047	scaffold_757	4368	NA	0.52214091	FALSE	1.119918189
ENSGACG00000000048	scaffold_757	6476	NA	7.18E-10	TRUE	1.812103914
ENSGACG00000000049	scaffold_520	9063	NA	0.764431501	FALSE	0.977035799
ENSGACG00000000054	scaffold_1601	890	NA	0.063026653	FALSE	0.314241457
ENSGACG00000000057	scaffold_422	8432	NA	0.487787905	FALSE	1.023510983
ENSGACG00000000059	scaffold_99	18483	NA	0.395834012	FALSE	1.150795988
ENSGACG00000000060	scaffold_99	34614	NA	0.016126971	TRUE	0.8420929
ENSGACG00000000061	scaffold_99	43448	NA	0.232413955	FALSE	0.993668349
ENSGACG00000000062	scaffold_99	47564	NA	0.033346782	FALSE	0.819747279
ENSGACG00000000063	scaffold_99	66477	NA	0.080409256	FALSE	0.960976623
ENSGACG00000000064	scaffold_99	130812	NA	0.9521766	FALSE	1.091588598
ENSGACG00000000065	scaffold_99	156330	NA	0.078974242	FALSE	0.756045934
ENSGACG00000000066	scaffold_99	170980	NA	4.06E-07	TRUE	2.746265934
ENSGACG00000000067	scaffold_58	103526	NA	0.051667294	FALSE	1.39874647
ENSGACG00000000069	scaffold_99	193580	NA	0.067195604	FALSE	0.956433742
ENSGACG00000000070	scaffold_99	196370	NA	0.945727591	FALSE	1.05975421
ENSGACG00000000074	scaffold_58	415341	NA	0.044910922	FALSE	0.921577508
ENSGACG00000000075	scaffold_99	215303	NA	0.217377877	FALSE	1.176953358
ENSGACG00000000078	scaffold_95	182716	NA	0.065637478	FALSE	1.290173076
ENSGACG00000000079	scaffold_99	268983	NA	0.916859337	FALSE	0.948931048
ENSGACG00000000080	scaffold_58	483653	NA	0.412145923	FALSE	0.978189643
ENSGACG00000000081	scaffold_99	286144	NA	0.283280331	FALSE	1.248347071
ENSGACG00000000082	scaffold_99	288430	NA	0.234961452	FALSE	1.153649552
ENSGACG00000000083	scaffold_58	495512	NA	0.339143923	FALSE	1.010176337
ENSGACG00000000084	scaffold_99	318907	NA	0.006216896	TRUE	0.825522634
ENSGACG00000000085	scaffold_58	498928	NA	0.507601815	FALSE	1.047808735
ENSGACG00000000086	scaffold_99	343703	NA	0.001338816	TRUE	0.957643114
ENSGACG00000000087	scaffold_95	203983	NA	0.202228501	FALSE	1.121717537
ENSGACG00000000088	scaffold_58	521680	NA	0.873704653	FALSE	1.240684257
ENSGACG00000000089	scaffold_99	353461	NA	0.144408684	FALSE	0.863453866
ENSGACG00000000090	scaffold_99	367652	NA	0.006586369	TRUE	1.408264209
ENSGACG00000000091	scaffold_58	538143	NA	0.05191637	FALSE	0.984022486
ENSGACG00000000092	scaffold_58	553664	NA	0.902282143	FALSE	0.923004556
ENSGACG00000000093	scaffold_58	592962	NA	0.018773164	TRUE	1.155710669
ENSGACG00000000094	scaffold_58	600845	NA	0.801631116	FALSE	0.944275205
ENSGACG00000000096	scaffold_58	635529	NA	0.567779137	FALSE	1.072372196
ENSGACG00000000097	scaffold_379	752	NA	0.00156108	TRUE	0.618160459
ENSGACG00000000098	scaffold_95	227341	NA	0.836124281	FALSE	0.887819701
ENSGACG00000000100	scaffold_95	244676	NA	0.040260552	FALSE	0.89318437
ENSGACG00000000101	scaffold_165	69043	NA	0.780708719	FALSE	1.065004292
ENSGACG00000000103	scaffold_58	710263	NA	0.860235419	FALSE	1.040274515
ENSGACG00000000104	scaffold_95	267160	NA	0.333770092	FALSE	0.981207693
ENSGACG00000000106	scaffold_343	5062	NA	0.630583916	FALSE	1.081253573
ENSGACG00000000107	scaffold_58	769779	NA	1.15E-05	TRUE	2.849752584
ENSGACG00000000108	scaffold_95	350752	NA	0.16716145	FALSE	0.885175322
ENSGACG00000000111	scaffold_95	407389	NA	0.877628297	FALSE	0.629662044
ENSGACG00000000114	scaffold_478	4286	NA	0.000278658	TRUE	0.499973051
ENSGACG00000000115	scaffold_478	11453	NA	0.107588421	FALSE	0.755867516
ENSGACG00000000116	scaffold_58	788783	NA	0.0024324	TRUE	1.885849159
ENSGACG00000000121	scaffold_740	4475	NA	0.446899215	FALSE	1.080584163
ENSGACG00000000122	scaffold_58	888664	NA	0.000264302	TRUE	2.369587335
ENSGACG00000000123	scaffold_740	8666	NA	0.897027646	FALSE	1.142122892
ENSGACG00000000124	scaffold_854	3770	NA	0.000166307	TRUE	1.700051349
ENSGACG00000000136	scaffold_791	3617	NA	0.054312527	FALSE	2.245756282
ENSGACG00000000141	scaffold_58	999038	NA	3.68E-07	TRUE	3.029672683
ENSGACG00000000143	scaffold_58	1019217	NA	0.017166223	TRUE	3.358680841
ENSGACG00000000151	scaffold_58	1081441	NA	0.001839496	TRUE	3.153208589
ENSGACG00000000155	scaffold_251	24972	NA	0.547850011	FALSE	0.607573594
ENSGACG00000000156	scaffold_155	81364	NA	0.000406022	TRUE	1.008525737
ENSGACG00000000159	scaffold_216	27331	NA	0.431910015	FALSE	1.058635977
ENSGACG00000000160	scaffold_216	38200	NA	0.643141642	FALSE	0.962012239
ENSGACG00000000161	scaffold_216	44701	NA	0.132145563	FALSE	1.198684328
ENSGACG00000000162	scaffold_216	58162	NA	0.976735008	FALSE	1.008464357
ENSGACG00000000163	scaffold_216	68393	NA	0.314239918	FALSE	1.142537551
ENSGACG00000000164	scaffold_324	3261	NA	0.429117692	FALSE	1.0569161
ENSGACG00000000165	scaffold_324	9522	NA	0.830081491	FALSE	1.108837963
ENSGACG00000000166	scaffold_324	15287	NA	0.001579358	TRUE	0.923206382
ENSGACG00000000167	scaffold_324	20638	NA	0.518409523	FALSE	0.923309888
ENSGACG00000000168	scaffold_324	21696	NA	0.028248535	FALSE	1.00920733
ENSGACG00000000173	scaffold_230	45279	NA	5.28E-05	TRUE	2.094799474
ENSGACG00000000175	scaffold_965	6371	NA	1.70E-17	TRUE	4.267161976
ENSGACG00000000176	scaffold_944	2259	NA	0.025188504	FALSE	1.472667041
ENSGACG00000000177	scaffold_1049	3432	NA	0.522578788	FALSE	1.106913995
ENSGACG00000000179	scaffold_465	5931	NA	0.185140549	FALSE	1.147736892
ENSGACG00000000181	scaffold_875	7764	NA	0.001922673	TRUE	0.40819032
ENSGACG00000000185	scaffold_713	8849	NA	0.030618391	FALSE	0.937134829
ENSGACG00000000186	scaffold_1115	2111	NA	0.516324737	FALSE	1.006207283
ENSGACG00000000187	scaffold_268	13347	NA	0.076005866	FALSE	0.87450674
ENSGACG00000000188	scaffold_1318	4745	NA	0.806987914	FALSE	1.37464003
ENSGACG00000000191	scaffold_195	32478	NA	0.060240301	FALSE	1.037683174
ENSGACG00000000192	scaffold_195	34458	NA	0.983990623	FALSE	1.153593682
ENSGACG00000000195	scaffold_195	62787	NA	0.286037359	FALSE	1.107564958
ENSGACG00000000196	scaffold_198	107180	NA	4.82E-05	TRUE	0.777701028
ENSGACG00000000198	scaffold_195	138764	NA	0.000326298	TRUE	1.146881791
